Filename	new_filename_iteration4_manualRename	remove	size_c
20230704_rcc6444_pfa_centr-tub-hoechst_series04	rcc6444_pfa_cetn-tub-dna_20230704_cl_s04		3
20230704_rcc6444_pfa_centr-tub-hoechst_series05	rcc6444_pfa_cetn-tub-dna_20230704_cl_s05		3
20230704_rcc6444_pfa_centr-tub-hoechst_series06	rcc6444_pfa_cetn-tub-dna_20230704_cl_s06		3
20230705_rcc6444_pfa_hoechst-nhs-tub-1	rcc6444_pfa_dna-nhs-tub_20230705_cl_01		3
20230705_rcc6444_pfa_hoechst-nhs-tub-2	rcc6444_pfa_dna-nhs-tub_20230705_cl_02		3
20230705_rcc6444_pfa_hoechst-nhs-tub-3	rcc6444_pfa_dna-nhs-tub_20230705_cl_03		3
20230705_rcc6444_pfa_hoechst-nhs-tub-4	rcc6444_pfa_dna-nhs-tub_20230705_cl_04		3
20240214_rcc6444_pfa_tub-centr-hoechst-nhs_series00	rcc6444_pfa_tub-cetn-dna-nhs_20240214_cl_s00		4
20240214_rcc6444_pfa_tub-centr-hoechst-nhs_series01	rcc6444_pfa_tub-cetn-dna-nhs_20240214_cl_s01		4
20240214_rcc6444_pfa_tub-centr-hoechst-nhs_series02	rcc6444_pfa_tub-cetn-dna-nhs_20240214_cl_s02		4
20240214_rcc6444_pfa_tub-centr-hoechst-nhs_series03	rcc6444_pfa_tub-cetn-dna-nhs_20240214_cl_s03		4
20240214_rcc6444_pfa_tub-centr-hoechst-nhs_series04	rcc6444_pfa_tub-cetn-dna-nhs_20240214_cl_s04		4
20240214_rcc6444_pfa_tub-centr-hoechst-nhs_series05	rcc6444_pfa_tub-cetn-dna-nhs_20240214_cl_s05		4
20240215_rcc6444_pfa_tub-centr-hoechst-nhs_series00	rcc6444_pfa_tub-cetn-dna-nhs_20240215_cl_s00		4
20240215_rcc6444_pfa_tub-centr-hoechst-nhs_series01	rcc6444_pfa_tub-cetn-dna-nhs_20240215_cl_s01		4
20240215_rcc6444_pfa_tub-centr-hoechst-nhs_series02	rcc6444_pfa_tub-cetn-dna-nhs_20240215_cl_s02	x	4
20240215_rcc6444_pfa_tub-centr-hoechst-nhs_series03	rcc6444_pfa_tub-cetn-dna-nhs_20240215_cl_s03		4
2024-02-05_bmcc76_fm_nhs_centrin_tubulin_hoechst-dapi_001	bmcc67_pfa_nhs-cetn-tub-dna_20240205_fm_001		4
2024-02-05_bmcc76_fm_nhs_centrin_tubulin_hoechst-dapi_002	bmcc67_pfa_nhs-cetn-tub-dna_20240205_fm_002		4
2024-02-05_bmcc76_fm_nhs_centrin_tubulin_hoechst-dapi_003	bmcc67_pfa_nhs-cetn-tub-dna_20240205_fm_003		4
2024-02-05_bmcc76_fm_nhs_centrin_tubulin_hoechst-dapi_004	bmcc67_pfa_nhs-cetn-tub-dna_20240205_fm_004		4
2024-02-05_bmcc76_fm_nhs_centrin_tubulin_hoechst-dapi_005	bmcc67_pfa_nhs-cetn-tub-dna_20240205_fm_005		4
2024-02-05_bmcc76_fm_nhs_centrin_tubulin_hoechst-dapi_014	bmcc67_pfa_nhs-cetn-tub-dna_20240205_fm_014		4
2024-02-05_bmcc76_fm_nhs_centrin_tubulin_hoechst-dapi_015	bmcc67_pfa_nhs-cetn-tub-dna_20240205_fm_015		4
2024-02-05_bmcc76_fm_nhs_centrin_tubulin_hoechst-dapi_016	bmcc67_pfa_nhs-cetn-tub-dna_20240205_fm_016		4
2024-02-05_bmcc76_fm_nhs_centrin_tubulin_hoechst-dapi_017	bmcc67_pfa_nhs-cetn-tub-dna_20240205_fm_017		4
2024-02-05_bmcc76_fm_nhs_centrin_tubulin_hoechst-dapi_018	bmcc67_pfa_nhs-cetn-tub-dna_20240205_fm_018		4
20230704_rccq1-11_pfa_centr-tub-hoechst_series00	rcc10777_pfa_cetn-tub-dna_20230704_cl_s00		3
20230704_rccq1-11_pfa_centr-tub-hoechst_series01	rcc10777_pfa_cetn-tub-dna_20230704_cl_s01		3
20230704_rccq1-11_pfa_centr-tub-hoechst_series02	rcc10777_pfa_cetn-tub-dna_20230704_cl_s02		3
20230704_rccq1-11_pfa_centr-tub-hoechst_series03	rcc10777_pfa_cetn-tub-dna_20230704_cl_s03		3
20230704_rccq1-11_pfa_centr-tub-hoechst_series04	rcc10777_pfa_cetn-tub-dna_20230704_cl_s04		3
20230705_rccq1-11_pfa_hoechst-nhs-tub-1	rcc10777_pfa_dna-nhs-tub_20230705_cl_01		3
20230705_rccq1-11_pfa_hoechst-nhs-tub-2	rcc10777_pfa_dna-nhs-tub_20230705_cl_02		3
20230705_rccq1-11_pfa_hoechst-nhs-tub-3	rcc10777_pfa_dna-nhs-tub_20230705_cl_03		3
20230705_rccq1-11_pfa_hoechst-nhs-tub-4	rcc10777_pfa_dna-nhs-tub_20230705_cl_04		3
20240215_rccq1-11_pfa_tub-centr-hoechst-nhs_series00	rcc10777_pfa_tub-cetn-dna-nhs_20240215_cl_s00		4
20240215_rccq1-11_pfa_tub-centr-hoechst-nhs_series01	rcc10777_pfa_tub-cetn-dna-nhs_20240215_cl_s01		4
20240215_rccq1-11_pfa_tub-centr-hoechst-nhs_series02	rcc10777_pfa_tub-cetn-dna-nhs_20240215_cl_s02		4
20240215_rccq1-11_pfa_tub-centr-hoechst-nhs_series03	rcc10777_pfa_tub-cetn-dna-nhs_20240215_cl_s03		4
20240215_rccq1-11_pfa_tub-centr-hoechst-nhs_series04	rcc10777_pfa_tub-cetn-dna-nhs_20240215_cl_s04		4
20240215_rccq1-11_pfa_tub-centr-hoechst-nhs_series05	rcc10777_pfa_tub-cetn-dna-nhs_20240215_cl_s05		4
2024-02-05_bmcc761_fm_nhs_centrin_tubulin_hoechst-dapi_001	bmcc761_pfa_nhs-cetn-tub-dna_20240205_fm_001		4
2024-02-05_bmcc761_fm_nhs_centrin_tubulin_hoechst-dapi_002	bmcc761_pfa_nhs-cetn-tub-dna_20240205_fm_002		4
2024-02-05_bmcc761_fm_nhs_centrin_tubulin_hoechst-dapi_003	bmcc761_pfa_nhs-cetn-tub-dna_20240205_fm_003		4
2024-02-05_bmcc761_fm_nhs_centrin_tubulin_hoechst-dapi_004	bmcc761_pfa_nhs-cetn-tub-dna_20240205_fm_004		4
2024-02-05_bmcc761_fm_nhs_centrin_tubulin_hoechst-dapi_005	bmcc761_pfa_nhs-cetn-tub-dna_20240205_fm_005		4
2024-02-05_bmcc761_fm_nhs_centrin_tubulin_hoechst-dapi_006	bmcc761_pfa_nhs-cetn-tub-dna_20240205_fm_006		4
2024-02-05_bmcc761_fm_nhs_centrin_tubulin_hoechst-dapi_007	bmcc761_pfa_nhs-cetn-tub-dna_20240205_fm_007		4
2024-02-05_bmcc761_fm_nhs_centrin_tubulin_hoechst-dapi_008	bmcc761_pfa_nhs-cetn-tub-dna_20240205_fm_008		4
2024-02-05_bmcc761_fm_nhs_centrin_tubulin_hoechst-dapi_009	bmcc761_pfa_nhs-cetn-tub-dna_20240205_fm_009		4
2024-02-05_bmcc761_fm_nhs_centrin_tubulin_hoechst-dapi_010	bmcc761_pfa_nhs-cetn-tub-dna_20240205_fm_010		4
2024-02-05_bmcc761_fm_nhs_centrin_tubulin_hoechst-dapi_011	bmcc761_pfa_nhs-cetn-tub-dna_20240205_fm_011		4
2024-02-05_bmcc761_fm_nhs_centrin_tubulin_hoechst-dapi_012	bmcc761_pfa_nhs-cetn-tub-dna_20240205_fm_012		4
2024-02-05_bmcc761_fm_nhs_centrin_tubulin_hoechst-dapi_013	bmcc761_pfa_nhs-cetn-tub-dna_20240205_fm_013		4
20240318_bmcc636_pfa_centr-tub-hoechst_series00	bmcc636_pfa_cetn-tub-dna_20240318_cl_s00		3
20240318_bmcc636_pfa_centr-tub-hoechst_series01	bmcc636_pfa_cetn-tub-dna_20240318_cl_s01		3
20240318_bmcc613_pfa_centr-tub-hoechst_series00	bmcc613_pfa_cetn-tub-dna_20240318_cl_s00		3
20240318_bmcc613_pfa_centr-tub-hoechst_series01	bmcc613_pfa_cetn-tub-dna_20240318_cl_s01		3
20240318_bmcc613_pfa_centr-tub-hoechst_series02	bmcc613_pfa_cetn-tub-dna_20240318_cl_s02		3
20240318_bmcc613_pfa_centr-tub-hoechst_series03	bmcc613_pfa_cetn-tub-dna_20240318_cl_s03		3
20240318_bmcc613_pfa_centr-tub-hoechst_series04	bmcc613_pfa_cetn-tub-dna_20240318_cl_s04		3
20240216_BMCC_85Cacl2_pfa_OD_Hoechst-centr-nhs-tub_series00	bmcc85_pfa_dna-cetn-nhs-tub_20240216_od_01_s00		4
20240216_BMCC_85Cacl2_pfa_OD_Hoechst-centr-nhs-tub_series01	bmcc85_pfa_dna-cetn-nhs-tub_20240216_od_01_s01		4
20240216_BMCC_85Cacl2_pfa_OD_Hoechst-centr-nhs-tub_series02	bmcc85_pfa_dna-cetn-nhs-tub_20240216_od_01_s02		4
20240216_BMCC_85EGTA_pfa_OD_Hoechst-centr-nhs-tub_series00	bmcc85_pfa_dna-cetn-nhs-tub_20240216_od_02_s00		4
20240216_BMCC_85EGTA_pfa_OD_Hoechst-centr-nhs-tub_series01	bmcc85_pfa_dna-cetn-nhs-tub_20240216_od_02_s01		4
20240216_BMCC_85EGTA_pfa_OD_Hoechst-centr-nhs-tub_series02	bmcc85_pfa_dna-cetn-nhs-tub_20240216_od_02_s02		4
20240216_BMCC_85MBC_pfa_OD_Hoechst-centr-nhs-tub_series00	bmcc85_pfa_dna-cetn-nhs-tub_20240216_od_03_s00		4
20240216_BMCC_85MBC_pfa_OD_Hoechst-centr-nhs-tub_series01	bmcc85_pfa_dna-cetn-nhs-tub_20240216_od_03_s01		4
20240216_BMCC_85MBC_pfa_OD_Hoechst-centr-nhs-tub_series02	bmcc85_pfa_dna-cetn-nhs-tub_20240216_od_03_s02		4
20240216_BMCC_85Noc_pfa_OD_Hoechst-centr-nhs-tub_series00	bmcc85_pfa_dna-cetn-nhs-tub_20240216_od_04_s00		4
20240216_BMCC_85Noc_pfa_OD_Hoechst-centr-nhs-tub_series01	bmcc85_pfa_dna-cetn-nhs-tub_20240216_od_04_s01	x	4
20240216_BMCC_85Noc_pfa_OD_Hoechst-centr-nhs-tub_series02	bmcc85_pfa_dna-cetn-nhs-tub_20240216_od_04_s02		4
20240216_BMCC_85Noc_pfa_OD_Hoechst-centr-nhs-tub_series03	bmcc85_pfa_dna-cetn-nhs-tub_20240216_od_04_s03		4
20240216_BMCC_85_pfa_OD_Hoechst-centr-nhs-tub_series00	bmcc85_pfa_dna-cetn-nhs-tub_20240216_od_s00		4
20240216_BMCC_85_pfa_OD_Hoechst-centr-nhs-tub_series01	bmcc85_pfa_dna-cetn-nhs-tub_20240216_od_s01		4
20240216_BMCC_85_pfa_OD_Hoechst-centr-nhs-tub_series02	bmcc85_pfa_dna-cetn-nhs-tub_20240216_od_s02		4
20240216_BMCC_85_pfa_OD_Hoechst-centr-nhs-tub_series03	bmcc85_pfa_dna-cetn-nhs-tub_20240216_od_s03		4
20240216_BMCC_85_pfa_OD_Hoechst-centr-nhs-tub_series04	bmcc85_pfa_dna-cetn-nhs-tub_20240216_od_s04		4
20240229_bmcc85-hpf_fm_NHS_cent_tub_DNA_60x4x_009	bmcc85_hpf_nhs-cetn-tub-dna_20240229_fm_009		4
20240229_bmcc85-hpf_fm_NHS_cent_tub_DNA_60x_001	bmcc85_hpf_nhs-cetn-tub-dna_20240229_fm_001		4
20240229_bmcc85-hpf_fm_NHS_cent_tub_DNA_60x_002	bmcc85_hpf_nhs-cetn-tub-dna_20240229_fm_002		4
20240229_bmcc85-hpf_fm_NHS_cent_tub_DNA_60x_003	bmcc85_hpf_nhs-cetn-tub-dna_20240229_fm_003		4
20240229_bmcc85-hpf_fm_NHS_cent_tub_DNA_60x_004	bmcc85_hpf_nhs-cetn-tub-dna_20240229_fm_004		4
20240229_bmcc85-hpf_fm_NHS_cent_tub_DNA_60x_005	bmcc85_hpf_nhs-cetn-tub-dna_20240229_fm_005		4
20240229_bmcc85-hpf_fm_NHS_cent_tub_DNA_60x_006	bmcc85_hpf_nhs-cetn-tub-dna_20240229_fm_006		4
20240229_bmcc85-hpf_fm_NHS_cent_tub_DNA_60x_007	bmcc85_hpf_nhs-cetn-tub-dna_20240229_fm_007		4
20240229_bmcc85-hpf_fm_NHS_cent_tub_DNA_60x_008	bmcc85_hpf_nhs-cetn-tub-dna_20240229_fm_008		4
rcc_6343_pfa_hs_azo49-tub_06	rcc6343_pfa_azo49-tub_20240829_hs_06		2
rcc_6343_pfa_hs_azo49-tub_07	rcc6343_pfa_azo49-tub_20240829_hs_07		2
rcc_6343_pfa_hs_azo49-tub_08	rcc6343_pfa_azo49-tub_20240829_hs_08		2
rcc_6343_pfa_hs_azo49-tub_09	rcc6343_pfa_azo49-tub_20240829_hs_09		2
rcc_6343_pfa_hs_azo49-tub_10	rcc6343_pfa_azo49-tub_20240829_hs_10		2
rcc_6343_pfa_hs_glypep1-tub_00	rcc6343_pfa_glypep1-tub_20240829_hs_00		2
rcc_6343_pfa_hs_glypep1-tub_01	rcc6343_pfa_glypep1-tub_20240829_hs_01		2
rcc_6343_pfa_hs_glypep1-tub_02	rcc6343_pfa_glypep1-tub_20240829_hs_02		2
rcc_6343_pfa_hs_glypep1-tub_03	rcc6343_pfa_glypep1-tub_20240829_hs_03		2
rcc_6343_pfa_hs_glypep1-tub_04	rcc6343_pfa_glypep1-tub_20240829_hs_04		2
rcc_6343_pfa_hs_glypep1-tub_05	rcc6343_pfa_glypep1-tub_20240829_hs_05		2
20230424_rcc6604_rcc6327_chem-nhs_e7_hoechst_001	rcc6604rcc6327_pfa_nhs-tub-dna_20230424_csd_001		3
20230424_rcc6604_rcc6327_chem-nhs_e7_hoechst_002	rcc6604rcc6327_pfa_nhs-tub-dna_20230424_csd_002		3
20230424_rcc6604_rcc6327_chem-nhs_e7_hoechst_003	rcc6604rcc6327_pfa_nhs-tub-dna_20230424_csd_003		3
20230424_rcc6604_rcc6327_chem-nhs_e7_hoechst_004	rcc6604rcc6327_pfa_nhs-tub-dna_20230424_csd_004		3
20230426_6604-6327_chem_nhs-e7-hoechst_001	rcc6604rcc6327_pfa_nhs-tub-dna_20230426_csd_001		3
20240212_RCC6327_DNA-tub-cent-nhs_001		x	4
20240212_RCC6327_DNA-tub-cent-nhs_002	rcc6327_pfa_nhs-cetn-tub-dna_20240212_fm_002	double check	4
20240212_RCC6327_DNA-tub-cent-nhs_003		x	4
20240212_RCC6327_DNA-tub-cent-nhs_004	rcc6327_pfa_dna-tub-cetn-nhs_20240212_fm_004	x	4
20240212_RCC6327_DNA-tub-cent-nhs_005	rcc6327_pfa_dna-tub-cetn-nhs_20240212_fm_005		4
20240212_RCC6327_DNA-tub-cent-nhs_006	rcc6327_pfa_dna-tub-cetn-nhs_20240212_fm_006		4
20240212_RCC6327_DNA-tub-cent-nhs_007	rcc6327_pfa_dna-tub-cetn-nhs_20240212_fm_007		4
20240212_RCC6327_DNA-tub-cent-nhs_008	rcc6327_pfa_dna-tub-cetn-nhs_20240212_fm_008		4
20240212_RCC6327_DNA-tub-cent-nhs_009	rcc6327_pfa_dna-tub-cetn-nhs_20240212_fm_009		4
20240212_RCC6327_DNA-tub-cent-nhs_010	rcc6327_pfa_dna-tub-cetn-nhs_20240212_fm_010		4
20240212_RCC6327_DNA-tub-cent-nhs_011	rcc6327_pfa_dna-tub-cetn-nhs_20240212_fm_011		4
20240212_RCC6327_DNA-tub-cent-nhs_012	rcc6327_pfa_dna-tub-cetn-nhs_20240212_fm_012		4
20240212_RCC6327_DNA-tub-cent-nhs_013	rcc6327_pfa_dna-tub-cetn-nhs_20240212_fm_013		4
20240212_RCC6327_DNA-tub-cent-nhs_014	rcc6327_pfa_dna-tub-cetn-nhs_20240212_fm_014		4
20240212_RCC6327_DNA-tub-cent-nhs_015	rcc6327_pfa_dna-tub-cetn-nhs_20240212_fm_015		4
20240212_RCC6327_DNA-tub-cent-nhs_016	rcc6327_pfa_dna-tub-cetn-nhs_20240212_fm_016		4
20240212_RCC6327_DNA-tub-cent-nhs_017	rcc6327_pfa_dna-tub-cetn-nhs_20240212_fm_017		4
20240212_RCC6327_DNA-tub-cent-nhs_018	rcc6327_pfa_dna-tub-cetn-nhs_20240212_fm_018		4
20240212_RCC6327_DNA-tub-cent-nhs_019	rcc6327_pfa_dna-tub-cetn-nhs_20240212_fm_019		4
20240212_RCC6327_DNA-tub-cent-nhs_020	rcc6327_pfa_dna-tub-cetn-nhs_20240212_fm_020		4
20240212_RCC6327_DNA-tub-cent-nhs_60x_012	rcc6327_pfa_nhs-cetn-tub-dna_20240212_fm_012_1		4
20240604_rccp22-27-pfa_centr-tub-hoechst_series00	rcc6327_pfa_cetn-tub-dna_20240604_cl_s00		3
20240604_rccp22-27-pfa_centr-tub-hoechst_series01	rcc6327_pfa_cetn-tub-dna_20240604_cl_s01		3
20240604_rccp22-27-pfa_centr-tub-hoechst_series02	rcc6327_pfa_cetn-tub-dna_20240604_cl_s02		3
20240604_rccp22-27-pfa_centr-tub-hoechst_series03	rcc6327_pfa_cetn-tub-dna_20240604_cl_s03		3
rcc_6327_pfa_hs_Azo49-tub_03	rcc6327_pfa_azo49-tub_20240829_hs_03		2
rcc_6327_pfa_hs_Azo49-tub_04	rcc6327_pfa_azo49-tub_20240829_hs_04		2
rcc_6327_pfa_hs_Azo49-tub_05	rcc6327_pfa_azo49-tub_20240829_hs_05		2
rcc_6327_pfa_hs_Azo49-tub_06	rcc6327_pfa_azo49-tub_20240829_hs_06		2
rcc_6327_pfa_hs_Azo49-tub_07	rcc6327_pfa_azo49-tub_20240829_hs_07		2
rcc_6327_pfa_hs_Azo49-tub_08	rcc6327_pfa_azo49-tub_20240829_hs_08		2
rcc_6327_pfa_hs_glypep1-tub_00	rcc6327_pfa_glypep1-tub_20240829_hs_00		2
rcc_6327_pfa_hs_glypep1-tub_01	rcc6327_pfa_glypep1-tub_20240829_hs_01		2
rcc_6327_pfa_hs_glypep1-tub_02	rcc6327_pfa_glypep1-tub_20240829_hs_02		2
20230616_RCC_1130_pfa_OD_Hoechst-tub-nhs_series00	rcc1130_pfa_dna-tub-nhs_20230616_od_s00		3
20230616_RCC_1130_pfa_OD_Hoechst-tub-nhs_series01	rcc1130_pfa_dna-tub-nhs_20230616_od_s01		3
20230616_RCC_1130_pfa_OD_Hoechst-tub-nhs_series02	rcc1130_pfa_dna-tub-nhs_20230616_od_s02		3
20230616_RCC_1130_pfa_OD_Hoechst-tub-nhs_series03	rcc1130_pfa_dna-tub-nhs_20230616_od_s03		3
20230616_RCC_1130_pfa_OD_Hoechst-tub-nhs_series04	rcc1130_pfa_dna-tub-nhs_20230616_od_s04		3
20230802_RCC_1131_pfa_OD_Hoechst-tub-nhs_series00	rcc1131_pfa_dna-tub-nhs_20230802_od_s00		3
20230802_RCC_1131_pfa_OD_Hoechst-tub-nhs_series01	rcc1131_pfa_dna-tub-nhs_20230802_od_s01		3
20230802_RCC_1131_pfa_OD_Hoechst-tub-nhs_series02	rcc1131_pfa_dna-tub-nhs_20230802_od_s02		3
20230423_RCC_Vf21-85_pfa_OD_nhs-tub-Hoechst_series00	rcc10922_pfa_dna-tub-nhs_20230423_od_s00		3
20230423_RCC_Vf21-85_pfa_OD_nhs-tub-Hoechst_series01	rcc10922_pfa_dna-tub-nhs_20230423_od_s01		3
20230423_RCC_Vf21-85_pfa_OD_nhs-tub-Hoechst_series02	rcc10922_pfa_dna-tub-nhs_20230423_od_s02		3
20230423_RCC_Vf21-85_pfa_OD_nhs-tub-Hoechst_series03	rcc10922_pfa_dna-tub-nhs_20230423_od_s03		3
20230531_RCC_1186_pfa_OD_Hoechst-tub-nhs_series00	rcc1186_pfa_dna-tub-nhs_20230531_od_s00		3
20230531_RCC_1186_pfa_OD_Hoechst-tub-nhs_series01	rcc1186_pfa_dna-tub-nhs_20230531_od_s01		3
20230531_RCC_1186_pfa_OD_Hoechst-tub-nhs_series02	rcc1186_pfa_dna-tub-nhs_20230531_od_s02		3
20240213_bmcc_16_pfa_hs_cent-dna-nhs-tub_01	bmcc16_pfa_cetn-dna-nhs-tub_20240213_hs_01		4
20240213_bmcc_16_pfa_hs_cent-dna-nhs-tub_02	bmcc16_pfa_cetn-dna-nhs-tub_20240213_hs_02		4
20240213_bmcc_16_pfa_hs_cent-dna-nhs-tub_03	bmcc16_pfa_cetn-dna-nhs-tub_20240213_hs_03		4
20240213_bmcc_16_pfa_hs_cent-dna-nhs-tub_04	bmcc16_pfa_cetn-dna-nhs-tub_20240213_hs_04		4
20240213_bmcc_16_pfa_hs_cent-dna-nhs-tub_05	bmcc16_pfa_cetn-dna-nhs-tub_20240213_hs_05		4
20240213_bmcc_16_pfa_hs_cent-dna-nhs-tub_06	bmcc16_pfa_cetn-dna-nhs-tub_20240213_hs_06		4
20240213_bmcc_16_pfa_hs_cent-dna-nhs-tub_07	bmcc16_pfa_cetn-nhs-tub_20240213_hs_07		3
20231208_bmcc41_pfa_centr-tub-hoechst_series00	bmcc41_pfa_cetn-tub-dna_20231208_cl_s00		3
20231208_bmcc41_pfa_centr-tub-hoechst_series01	bmcc41_pfa_cetn-tub-dna_20231208_cl_s01		3
20231208_bmcc41_pfa_centr-tub-hoechst_series02	bmcc41_pfa_cetn-tub-dna_20231208_cl_s02		3
20231208_bmcc41_pfa_centr-tub-hoechst_series03	bmcc41_pfa_cetn-tub-dna_20231208_cl_s03		3
20230718_rcc_3536_pfa_csd_hoechst_tub_nha_na_01	rcc3536_pfa_dna-tub-nhs-na_20230718_csd_01		4
20230718_rcc_3536_pfa_csd_hoechst_tub_nha_na_02	rcc3536_pfa_dna-tub-nhs-na_20230718_csd_02		4
20230718_rcc_3536_pfa_csd_hoechst_tub_nha_na_03	rcc3536_pfa_dna-tub-nhs-na_20230718_csd_03		4
20230718_rcc_3536_pfa_csd_hoechst_tub_nha_na_04	rcc3536_pfa_dna-tub-nhs-na_20230718_csd_04		4
20230718_rcc_3536_pfa_csd_hoechst_tub_nha_na_05	rcc3536_pfa_dna-tub-nhs-na_20230718_csd_05		4
20230718_rcc_3536_pfa_csd_hoechst_tub_nha_na_06	rcc3536_pfa_dna-tub-nhs-na_20230718_csd_06		4
20230531_RCC_3777_pfa_OD_Hoechst-tub-nhs_series00	rcc3777_pfa_dna-tub-nhs_20230531_od_s00		3
20230531_RCC_3777_pfa_OD_Hoechst-tub-nhs_series01	rcc3777_pfa_dna-tub-nhs_20230531_od_s01		3
20230531_RCC_3777_pfa_OD_Hoechst-tub-nhs_series02	rcc3777_pfa_dna-tub-nhs_20230531_od_s02		3
20230531_RCC_3777_pfa_OD_Hoechst-tub-nhs_series03	rcc3777_pfa_dna-tub-nhs_20230531_od_s03		3
20230817_rcc3438-ct_pfa_centr-tub-hoechst_series00	rcc3438_pfa_cetn-tub-dna_20230817_cl_s00		3
20230817_rcc3438-ct_pfa_centr-tub-hoechst_series01	rcc3438_pfa_cetn-tub-dna_20230817_cl_s01		3
20230817_rcc3438-ct_pfa_centr-tub-hoechst_series02	rcc3438_pfa_cetn-tub-dna_20230817_cl_s02		3
20230817_rcc3438-ct_pfa_centr-tub-hoechst_series03	rcc3438_pfa_cetn-tub-dna_20230817_cl_s03		3
20230817_rcc3438-ct_pfa_centr-tub-hoechst_series04	rcc3438_pfa_cetn-tub-dna_20230817_cl_s04		3
20230817_rcc3438-ct_pfa_centr-tub-hoechst_series05	rcc3438_pfa_cetn-tub-dna_20230817_cl_s05		3
20230817_rcc3438-ct_pfa_centr-tub-hoechst_series06	rcc3438_pfa_cetn-tub-dna_20230817_cl_s06		3
20230817_rcc3438-ct_pfa_centr-tub-hoechst_series07	rcc3438_pfa_cetn-tub-dna_20230817_cl_s07		3
20230823_rcc3438_pfa_hoechst-nhs-tub_series00	rcc3438_pfa_dna-nhs-tub_20230823_cl_s00	x	3
20230823_rcc3438_pfa_hoechst-nhs-tub_series01	rcc3438_pfa_dna-nhs-tub_20230823_cl_s01		3
20230823_rcc3438_pfa_hoechst-nhs-tub_series02	rcc3438_pfa_dna-nhs-tub_20230823_cl_s02	x	3
20230823_rcc3438_pfa_hoechst-nhs-tub_series03	rcc3438_pfa_dna-nhs-tub_20230823_cl_s03		3
20230823_rcc3438_pfa_hoechst-nhs-tub_series04	rcc3438_pfa_dna-nhs-tub_20230823_cl_s04		3
20230823_rcc3438_pfa_hoechst-nhs-tub_series05	rcc3438_pfa_dna-nhs-tub_20230823_cl_s05		3
20230823_rcc3438_pfa_hoechst-nhs-tub_series06	rcc3438_pfa_dna-nhs-tub_20230823_cl_s06		3
20230823_rcc3438_pfa_hoechst-nhs-tub_series07	rcc3438_pfa_dna-nhs-tub_20230823_cl_s07		3
20230712_7014_PFA-NHS_e7_DNA_001	rcc7014_pfa_nhs-tub-dna_20230712_fm_001		3
20230712_7014_PFA-NHS_e7_DNA_002	rcc7014_pfa_nhs-tub-dna_20230712_fm_002		3
20230423_RCC_1534_pfa_OD_nhs-tub-Hoechst_series00	rcc1534_pfa_nhs-tub-dna_20230423_od_s00		3
20230423_RCC_1534_pfa_OD_nhs-tub-Hoechst_series01	rcc1534_pfa_nhs-tub-dna_20230423_od_s01		3
20240214_bmcc_4_pfa_hs_cent-dna-nhs-tub_01	bmcc4_pfa_cetn-dna-nhs-tub_20240214_hs_01		4
20240214_bmcc_4_pfa_hs_cent-dna-nhs-tub_02	bmcc4_pfa_cetn-dna-nhs-tub_20240214_hs_02		4
20240214_bmcc_4_pfa_hs_cent-dna-nhs-tub_03	bmcc4_pfa_cetn-dna-nhs-tub_20240214_hs_03		4
20240214_bmcc_4_pfa_hs_cent-dna-nhs-tub_04	bmcc4_pfa_cetn-dna-nhs-tub_20240214_hs_04	x	4
20240214_bmcc_4_pfa_hs_cent-dna-nhs-tub_05	bmcc4_pfa_cetn-dna-nhs-tub_20240214_hs_05	x	4
20240214_bmcc_4_pfa_hs_cent-dna-nhs-tub_06	bmcc4_pfa_cetn-dna-nhs-tub_20240214_hs_06	x	4
20240214_bmcc_4_pfa_hs_cent-dna-nhs-tub_07	bmcc4_pfa_cetn-dna-nhs-tub_20240214_hs_07	x	4
20240214_bmcc_4_pfa_hs_cent-dna-nhs-tub_08	bmcc4_pfa_cetn-dna-nhs-tub_20240214_hs_08		4
20240214_bmcc_4_pfa_hs_cent-dna-nhs-tub_09	bmcc4_pfa_cetn-dna-nhs-tub_20240214_hs_09		4
20240214_bmcc_4_pfa_hs_cent-dna-nhs-tub_10	bmcc4_pfa_cetn-dna-nhs-tub_20240214_hs_10	x	4
20240214_bmcc_4_pfa_hs_cent-dna-nhs-tub_11	bmcc4_pfa_cetn-dna-nhs-tub_20240214_hs_11		4
20240214_bmcc_4_pfa_hs_cent-dna-nhs-tub_12	bmcc4_pfa_cetn-dna-nhs-tub_20240214_hs_12		4
20240214_bmcc_8_pfa_hs_cent-dna-nhs-tub_01	bmcc8_pfa_cetn-dna-nhs-tub_20240214_hs_01		4
20240214_bmcc_8_pfa_hs_cent-dna-nhs-tub_02	bmcc8_pfa_cetn-dna-nhs-tub_20240214_hs_02		4
20240214_bmcc_8_pfa_hs_cent-dna-nhs-tub_03	bmcc8_pfa_cetn-dna-nhs-tub_20240214_hs_03		4
20240214_bmcc_8_pfa_hs_cent-dna-nhs-tub_04	bmcc8_pfa_cetn-dna-nhs-tub_20240214_hs_04		4
20240214_bmcc_8_pfa_hs_cent-dna-nhs-tub_05	bmcc8_pfa_cetn-dna-nhs-tub_20240214_hs_05		4
20240214_bmcc_8_pfa_hs_cent-dna-nhs-tub_06	bmcc8_pfa_cetn-dna-nhs-tub_20240214_hs_06		4
20240214_bmcc_8_pfa_hs_cent-dna-nhs-tub_07	bmcc8_pfa_cetn-dna-nhs-tub_20240214_hs_07		4
