original_name	new_name_iter1	missing_values
20240115_bmcc472_pfa_hoechst-tub-centr_series06	bmcc472_pfa_dna-tub-cetn_20240115_MISSINGNAME_s06	cl
20240115_bmcc472_pfa_hoechst-tub-centr_series07	bmcc472_pfa_dna-tub-cetn_20240115_MISSINGNAME_s07	cl
20240115_bmcc472_pfa_hoechst-tub-centr_series08	bmcc472_pfa_dna-tub-cetn_20240115_MISSINGNAME_s08	cl
20240115_bmcc472_pfa_hoechst-tub-centr_series09	bmcc472_pfa_dna-tub-cetn_20240115_MISSINGNAME_s09	cl
20240115_bmcc472_pfa_hoechst-tub-centr_series10	bmcc472_pfa_dna-tub-cetn_20240115_MISSINGNAME_s10	cl
20240115_bmcc472_pfa_hoechst-tub-centr_series11	bmcc472_pfa_dna-tub-cetn_20240115_MISSINGNAME_s11	cl
20240115_bmcc472_pfa_hoechst-tub-centr_series12	bmcc472_pfa_dna-tub-cetn_20240115_MISSINGNAME_s12	cl
20240115_bmcc472_pfa_hoechst-tub-centr_series13	bmcc472_pfa_dna-tub-cetn_20240115_MISSINGNAME_s13	cl
20240115_bmcc472_pfa_hoechst-tub-centr_series14	bmcc472_pfa_dna-tub-cetn_20240115_MISSINGNAME_s14	cl
20231208_bmcc69n_pfa_centr-tub-hoechst_series00	bmcc69_pfa_cetn-tub-dna_20231208_MISSINGNAME_s00	cl
20231208_bmcc69n_pfa_centr-tub-hoechst_series01	bmcc69_pfa_cetn-tub-dna_20231208_MISSINGNAME_s01	cl
20231208_bmcc69n_pfa_centr-tub-hoechst_series02	bmcc69_pfa_cetn-tub-dna_20231208_MISSINGNAME_s02	cl
20231208_bmcc69n_pfa_centr-tub-hoechst_series03	bmcc69_pfa_cetn-tub-dna_20231208_MISSINGNAME_s03	cl
20230718_rcc6323_pfa_centr-tub-hoechst_series00	rcc6323_pfa_cetn-tub-dna_20230718_MISSINGNAME_s00	cl
20230718_rcc6323_pfa_centr-tub-hoechst_series01	rcc6323_pfa_cetn-tub-dna_20230718_MISSINGNAME_s01	cl
20230718_rcc6323_pfa_centr-tub-hoechst_series02	rcc6323_pfa_cetn-tub-dna_20230718_MISSINGNAME_s02	cl
20230718_rcc6323_pfa_centr-tub-hoechst_series03	rcc6323_pfa_cetn-tub-dna_20230718_MISSINGNAME_s03	cl
20230718_rcc6323_pfa_centr-tub-hoechst_series04	rcc6323_pfa_cetn-tub-dna_20230718_MISSINGNAME_s04	cl
20230718_rcc6323_pfa_centr-tub-hoechst_series05	rcc6323_pfa_cetn-tub-dna_20230718_MISSINGNAME_s05	cl
20230718_rcc6323_pfa_centr-tub-hoechst_series06	rcc6323_pfa_cetn-tub-dna_20230718_MISSINGNAME_s06	cl
20230718_rcc6323_pfa_centr-tub-hoechst_series07	rcc6323_pfa_cetn-tub-dna_20230718_MISSINGNAME_s07	cl
20230718_rcc6323_pfa_centr-tub-hoechst_series08	rcc6323_pfa_cetn-tub-dna_20230718_MISSINGNAME_s08	cl
20230718_rcc6323_pfa_centr-tub-hoechst_series09	rcc6323_pfa_cetn-tub-dna_20230718_MISSINGNAME_s09	cl
20240215_rcc6323_pfa_tub-centr-hoechst-nhs-01_series00	rcc6323_pfa_tub-cetn-dna-nhs_20240215_MISSINGNAME_01_s00	cl
20240215_rcc6323_pfa_tub-centr-hoechst-nhs-01_series01	rcc6323_pfa_tub-cetn-dna-nhs_20240215_MISSINGNAME_01_s01	cl
20240215_rcc6323_pfa_tub-centr-hoechst-nhs-02_series00	rcc6323_pfa_tub-cetn-dna-nhs_20240215_MISSINGNAME_02_s00	cl
20240215_rcc6323_pfa_tub-centr-hoechst-nhs-02_series01	rcc6323_pfa_tub-cetn-dna-nhs_20240215_MISSINGNAME_02_s01	cl
20240215_rcc6323_pfa_tub-centr-hoechst-nhs-03_series00	rcc6323_pfa_tub-cetn-dna-nhs_20240215_MISSINGNAME_03_s00	cl
20240215_rcc6323_pfa_tub-centr-hoechst-nhs-03_series01	rcc6323_pfa_tub-cetn-dna-nhs_20240215_MISSINGNAME_03_s01	cl
20240215_rcc6323_pfa_tub-centr-hoechst-nhs-04_series00	rcc6323_pfa_tub-cetn-dna-nhs_20240215_MISSINGNAME_04_s00	cl
20240215_rcc6323_pfa_tub-centr-hoechst-nhs-04_series01	rcc6323_pfa_tub-cetn-dna-nhs_20240215_MISSINGNAME_04_s01	cl
20240215_rcc6323_pfa_tub-centr-hoechst-nhs-05_series00	rcc6323_pfa_tub-cetn-dna-nhs_20240215_MISSINGNAME_05_s00	cl
20240215_rcc6323_pfa_tub-centr-hoechst-nhs-05_series01	rcc6323_pfa_tub-cetn-dna-nhs_20240215_MISSINGNAME_05_s01	cl
20230704_rcc6444_pfa_centr-tub-hoechst_series00	rcc6444_pfa_cetn-tub-dna_20230704_MISSINGNAME_s00	cl
20230704_rcc6444_pfa_centr-tub-hoechst_series01	rcc6444_pfa_cetn-tub-dna_20230704_MISSINGNAME_s01	cl
20230704_rcc6444_pfa_centr-tub-hoechst_series02	rcc6444_pfa_cetn-tub-dna_20230704_MISSINGNAME_s02	cl
20230704_rcc6444_pfa_centr-tub-hoechst_series03	rcc6444_pfa_cetn-tub-dna_20230704_MISSINGNAME_s03	cl
20230704_rcc6444_pfa_centr-tub-hoechst_series04	rcc6444_pfa_cetn-tub-dna_20230704_MISSINGNAME_s04	cl
20230704_rcc6444_pfa_centr-tub-hoechst_series05	rcc6444_pfa_cetn-tub-dna_20230704_MISSINGNAME_s05	cl
20230704_rcc6444_pfa_centr-tub-hoechst_series06	rcc6444_pfa_cetn-tub-dna_20230704_MISSINGNAME_s06	cl
20230705_rcc6444_pfa_hoechst-nhs-tub-1	rcc6444_pfa_dna-nhs-tub_20230705_MISSINGNAME_01	cl
20230705_rcc6444_pfa_hoechst-nhs-tub-2	rcc6444_pfa_dna-nhs-tub_20230705_MISSINGNAME_02	cl
20230705_rcc6444_pfa_hoechst-nhs-tub-3	rcc6444_pfa_dna-nhs-tub_20230705_MISSINGNAME_03	cl
20230705_rcc6444_pfa_hoechst-nhs-tub-4	rcc6444_pfa_dna-nhs-tub_20230705_MISSINGNAME_04	cl
20240214_rcc6444_pfa_tub-centr-hoechst-nhs_series00	rcc6444_pfa_tub-cetn-dna-nhs_20240214_MISSINGNAME_s00	cl
20240214_rcc6444_pfa_tub-centr-hoechst-nhs_series01	rcc6444_pfa_tub-cetn-dna-nhs_20240214_MISSINGNAME_s01	cl
20240214_rcc6444_pfa_tub-centr-hoechst-nhs_series02	rcc6444_pfa_tub-cetn-dna-nhs_20240214_MISSINGNAME_s02	cl
20240214_rcc6444_pfa_tub-centr-hoechst-nhs_series03	rcc6444_pfa_tub-cetn-dna-nhs_20240214_MISSINGNAME_s03	cl
20240214_rcc6444_pfa_tub-centr-hoechst-nhs_series04	rcc6444_pfa_tub-cetn-dna-nhs_20240214_MISSINGNAME_s04	cl
20240214_rcc6444_pfa_tub-centr-hoechst-nhs_series05	rcc6444_pfa_tub-cetn-dna-nhs_20240214_MISSINGNAME_s05	cl
20240215_rcc6444_pfa_tub-centr-hoechst-nhs_series00	rcc6444_pfa_tub-cetn-dna-nhs_20240215_MISSINGNAME_s00	cl
20240215_rcc6444_pfa_tub-centr-hoechst-nhs_series01	rcc6444_pfa_tub-cetn-dna-nhs_20240215_MISSINGNAME_s01	cl
20240215_rcc6444_pfa_tub-centr-hoechst-nhs_series02	rcc6444_pfa_tub-cetn-dna-nhs_20240215_MISSINGNAME_s02	cl
20240215_rcc6444_pfa_tub-centr-hoechst-nhs_series03	rcc6444_pfa_tub-cetn-dna-nhs_20240215_MISSINGNAME_s03	cl
2024-02-05_bmcc76_fm_nhs_centrin_tubulin_hoechst-dapi_001	bmcc67_MISSINGFIX_nhs-cetn-tub-dna_20240205_fm_001	pfa
2024-02-05_bmcc76_fm_nhs_centrin_tubulin_hoechst-dapi_002	bmcc67_MISSINGFIX_nhs-cetn-tub-dna_20240205_fm_002	pfa
2024-02-05_bmcc76_fm_nhs_centrin_tubulin_hoechst-dapi_003	bmcc67_MISSINGFIX_nhs-cetn-tub-dna_20240205_fm_003	pfa
2024-02-05_bmcc76_fm_nhs_centrin_tubulin_hoechst-dapi_004	bmcc67_MISSINGFIX_nhs-cetn-tub-dna_20240205_fm_004	pfa
2024-02-05_bmcc76_fm_nhs_centrin_tubulin_hoechst-dapi_005	bmcc67_MISSINGFIX_nhs-cetn-tub-dna_20240205_fm_005	pfa
2024-02-05_bmcc76_fm_nhs_centrin_tubulin_hoechst-dapi_014	bmcc67_MISSINGFIX_nhs-cetn-tub-dna_20240205_fm_014	pfa
2024-02-05_bmcc76_fm_nhs_centrin_tubulin_hoechst-dapi_015	bmcc67_MISSINGFIX_nhs-cetn-tub-dna_20240205_fm_015	pfa
2024-02-05_bmcc76_fm_nhs_centrin_tubulin_hoechst-dapi_016	bmcc67_MISSINGFIX_nhs-cetn-tub-dna_20240205_fm_016	pfa
2024-02-05_bmcc76_fm_nhs_centrin_tubulin_hoechst-dapi_017	bmcc67_MISSINGFIX_nhs-cetn-tub-dna_20240205_fm_017	pfa
2024-02-05_bmcc76_fm_nhs_centrin_tubulin_hoechst-dapi_018	bmcc67_MISSINGFIX_nhs-cetn-tub-dna_20240205_fm_018	pfa
20230704_rccq1-11_pfa_centr-tub-hoechst_series00	rcc10777_pfa_cetn-tub-dna_20230704_MISSINGNAME_s00	cl
20230704_rccq1-11_pfa_centr-tub-hoechst_series01	rcc10777_pfa_cetn-tub-dna_20230704_MISSINGNAME_s01	cl
20230704_rccq1-11_pfa_centr-tub-hoechst_series02	rcc10777_pfa_cetn-tub-dna_20230704_MISSINGNAME_s02	cl
20230704_rccq1-11_pfa_centr-tub-hoechst_series03	rcc10777_pfa_cetn-tub-dna_20230704_MISSINGNAME_s03	cl
20230704_rccq1-11_pfa_centr-tub-hoechst_series04	rcc10777_pfa_cetn-tub-dna_20230704_MISSINGNAME_s04	cl
20230705_rccq1-11_pfa_hoechst-nhs-tub-1	rcc10777_pfa_dna-nhs-tub_20230705_MISSINGNAME_01	cl
20230705_rccq1-11_pfa_hoechst-nhs-tub-2	rcc10777_pfa_dna-nhs-tub_20230705_MISSINGNAME_02	cl
20230705_rccq1-11_pfa_hoechst-nhs-tub-3	rcc10777_pfa_dna-nhs-tub_20230705_MISSINGNAME_03	cl
20230705_rccq1-11_pfa_hoechst-nhs-tub-4	rcc10777_pfa_dna-nhs-tub_20230705_MISSINGNAME_04	cl
20240215_rccq1-11_pfa_tub-centr-hoechst-nhs_series00	rcc10777_pfa_tub-cetn-dna-nhs_20240215_MISSINGNAME_s00	cl
20240215_rccq1-11_pfa_tub-centr-hoechst-nhs_series01	rcc10777_pfa_tub-cetn-dna-nhs_20240215_MISSINGNAME_s01	cl
20240215_rccq1-11_pfa_tub-centr-hoechst-nhs_series02	rcc10777_pfa_tub-cetn-dna-nhs_20240215_MISSINGNAME_s02	cl
20240215_rccq1-11_pfa_tub-centr-hoechst-nhs_series03	rcc10777_pfa_tub-cetn-dna-nhs_20240215_MISSINGNAME_s03	cl
20240215_rccq1-11_pfa_tub-centr-hoechst-nhs_series04	rcc10777_pfa_tub-cetn-dna-nhs_20240215_MISSINGNAME_s04	cl
20240215_rccq1-11_pfa_tub-centr-hoechst-nhs_series05	rcc10777_pfa_tub-cetn-dna-nhs_20240215_MISSINGNAME_s05	cl
2024-02-05_bmcc761_fm_nhs_centrin_tubulin_hoechst-dapi_001	bmcc761_MISSINGFIX_nhs-cetn-tub-dna_20240205_fm_001	pfa
2024-02-05_bmcc761_fm_nhs_centrin_tubulin_hoechst-dapi_002	bmcc761_MISSINGFIX_nhs-cetn-tub-dna_20240205_fm_002	pfa
2024-02-05_bmcc761_fm_nhs_centrin_tubulin_hoechst-dapi_003	bmcc761_MISSINGFIX_nhs-cetn-tub-dna_20240205_fm_003	pfa
2024-02-05_bmcc761_fm_nhs_centrin_tubulin_hoechst-dapi_004	bmcc761_MISSINGFIX_nhs-cetn-tub-dna_20240205_fm_004	pfa
2024-02-05_bmcc761_fm_nhs_centrin_tubulin_hoechst-dapi_005	bmcc761_MISSINGFIX_nhs-cetn-tub-dna_20240205_fm_005	pfa
2024-02-05_bmcc761_fm_nhs_centrin_tubulin_hoechst-dapi_006	bmcc761_MISSINGFIX_nhs-cetn-tub-dna_20240205_fm_006	pfa
2024-02-05_bmcc761_fm_nhs_centrin_tubulin_hoechst-dapi_007	bmcc761_MISSINGFIX_nhs-cetn-tub-dna_20240205_fm_007	pfa
2024-02-05_bmcc761_fm_nhs_centrin_tubulin_hoechst-dapi_008	bmcc761_MISSINGFIX_nhs-cetn-tub-dna_20240205_fm_008	pfa
2024-02-05_bmcc761_fm_nhs_centrin_tubulin_hoechst-dapi_009	bmcc761_MISSINGFIX_nhs-cetn-tub-dna_20240205_fm_009	pfa
2024-02-05_bmcc761_fm_nhs_centrin_tubulin_hoechst-dapi_010	bmcc761_MISSINGFIX_nhs-cetn-tub-dna_20240205_fm_010	pfa
2024-02-05_bmcc761_fm_nhs_centrin_tubulin_hoechst-dapi_011	bmcc761_MISSINGFIX_nhs-cetn-tub-dna_20240205_fm_011	pfa
2024-02-05_bmcc761_fm_nhs_centrin_tubulin_hoechst-dapi_012	bmcc761_MISSINGFIX_nhs-cetn-tub-dna_20240205_fm_012	pfa
2024-02-05_bmcc761_fm_nhs_centrin_tubulin_hoechst-dapi_013	bmcc761_MISSINGFIX_nhs-cetn-tub-dna_20240205_fm_013	pfa
20240318_bmcc636_pfa_centr-tub-hoechst_series00	bmcc636_pfa_cetn-tub-dna_20240318_MISSINGNAME_s00	cl
20240318_bmcc636_pfa_centr-tub-hoechst_series01	bmcc636_pfa_cetn-tub-dna_20240318_MISSINGNAME_s01	cl
20240318_bmcc613_pfa_centr-tub-hoechst_series00	bmcc613_pfa_cetn-tub-dna_20240318_MISSINGNAME_s00	cl
20240318_bmcc613_pfa_centr-tub-hoechst_series01	bmcc613_pfa_cetn-tub-dna_20240318_MISSINGNAME_s01	cl
20240318_bmcc613_pfa_centr-tub-hoechst_series02	bmcc613_pfa_cetn-tub-dna_20240318_MISSINGNAME_s02	cl
20240318_bmcc613_pfa_centr-tub-hoechst_series03	bmcc613_pfa_cetn-tub-dna_20240318_MISSINGNAME_s03	cl
20240318_bmcc613_pfa_centr-tub-hoechst_series04	bmcc613_pfa_cetn-tub-dna_20240318_MISSINGNAME_s04	cl
20240216_BMCC_85Cacl2_pfa_OD_Hoechst-centr-nhs-tub_series00	bmcc85_pfa_dna-cetn-nhs-tub_20240216_od_cacl2_s00	
20240216_BMCC_85Cacl2_pfa_OD_Hoechst-centr-nhs-tub_series01	bmcc85_pfa_dna-cetn-nhs-tub_20240216_od_cacl2_s01	
20240216_BMCC_85Cacl2_pfa_OD_Hoechst-centr-nhs-tub_series02	bmcc85_pfa_dna-cetn-nhs-tub_20240216_od_cacl2_s02	
20240216_BMCC_85EGTA_pfa_OD_Hoechst-centr-nhs-tub_series00	bmcc85_pfa_dna-cetn-nhs-tub_20240216_od_egta_s00	
20240216_BMCC_85EGTA_pfa_OD_Hoechst-centr-nhs-tub_series01	bmcc85_pfa_dna-cetn-nhs-tub_20240216_od_egta_s01	
20240216_BMCC_85EGTA_pfa_OD_Hoechst-centr-nhs-tub_series02	bmcc85_pfa_dna-cetn-nhs-tub_20240216_od_egta_s02	
20240216_BMCC_85MBC_pfa_OD_Hoechst-centr-nhs-tub_series00	bmcc85_pfa_dna-cetn-nhs-tub_20240216_od_mbc_s00	
20240216_BMCC_85MBC_pfa_OD_Hoechst-centr-nhs-tub_series01	bmcc85_pfa_dna-cetn-nhs-tub_20240216_od_mbc_s01	
20240216_BMCC_85MBC_pfa_OD_Hoechst-centr-nhs-tub_series02	bmcc85_pfa_dna-cetn-nhs-tub_20240216_od_mbc_s02	
20240216_BMCC_85Noc_pfa_OD_Hoechst-centr-nhs-tub_series00	bmcc85_pfa_dna-cetn-nhs-tub_20240216_od_noc_s00	
20240216_BMCC_85Noc_pfa_OD_Hoechst-centr-nhs-tub_series01	bmcc85_pfa_dna-cetn-nhs-tub_20240216_od_noc_s01	
20240216_BMCC_85Noc_pfa_OD_Hoechst-centr-nhs-tub_series02	bmcc85_pfa_dna-cetn-nhs-tub_20240216_od_noc_s02	
20240216_BMCC_85Noc_pfa_OD_Hoechst-centr-nhs-tub_series03	bmcc85_pfa_dna-cetn-nhs-tub_20240216_od_noc_s03	
20240216_BMCC_85_pfa_OD_Hoechst-centr-nhs-tub_series00	bmcc85_pfa_dna-cetn-nhs-tub_20240216_od_s00	
20240216_BMCC_85_pfa_OD_Hoechst-centr-nhs-tub_series01	bmcc85_pfa_dna-cetn-nhs-tub_20240216_od_s01	
20240216_BMCC_85_pfa_OD_Hoechst-centr-nhs-tub_series02	bmcc85_pfa_dna-cetn-nhs-tub_20240216_od_s02	
20240216_BMCC_85_pfa_OD_Hoechst-centr-nhs-tub_series03	bmcc85_pfa_dna-cetn-nhs-tub_20240216_od_s03	
20240216_BMCC_85_pfa_OD_Hoechst-centr-nhs-tub_series04	bmcc85_pfa_dna-cetn-nhs-tub_20240216_od_s04	
20240229_bmcc85-hpf_fm_NHS_cent_tub_DNA_60x4x_009	bmcc85_hpf_nhs-cetn-tub-dna_20240229_fm_009	
20240229_bmcc85-hpf_fm_NHS_cent_tub_DNA_60x_001	bmcc85_hpf_nhs-cetn-tub-dna_20240229_fm_001	
20240229_bmcc85-hpf_fm_NHS_cent_tub_DNA_60x_002	bmcc85_hpf_nhs-cetn-tub-dna_20240229_fm_002	
20240229_bmcc85-hpf_fm_NHS_cent_tub_DNA_60x_003	bmcc85_hpf_nhs-cetn-tub-dna_20240229_fm_003	
20240229_bmcc85-hpf_fm_NHS_cent_tub_DNA_60x_004	bmcc85_hpf_nhs-cetn-tub-dna_20240229_fm_004	
20240229_bmcc85-hpf_fm_NHS_cent_tub_DNA_60x_005	bmcc85_hpf_nhs-cetn-tub-dna_20240229_fm_005	
20240229_bmcc85-hpf_fm_NHS_cent_tub_DNA_60x_006	bmcc85_hpf_nhs-cetn-tub-dna_20240229_fm_006	
20240229_bmcc85-hpf_fm_NHS_cent_tub_DNA_60x_007	bmcc85_hpf_nhs-cetn-tub-dna_20240229_fm_007	
20240229_bmcc85-hpf_fm_NHS_cent_tub_DNA_60x_008	bmcc85_hpf_nhs-cetn-tub-dna_20240229_fm_008	
rcc_6343_pfa_hs_azo49-tub_06	rcc6343_pfa_azo49-tub_MISSINGDATE_hs_06	20240829
rcc_6343_pfa_hs_azo49-tub_07	rcc6343_pfa_azo49-tub_MISSINGDATE_hs_07	20240829
rcc_6343_pfa_hs_azo49-tub_08	rcc6343_pfa_azo49-tub_MISSINGDATE_hs_08	20240829
rcc_6343_pfa_hs_azo49-tub_09	rcc6343_pfa_azo49-tub_MISSINGDATE_hs_09	20240829
rcc_6343_pfa_hs_azo49-tub_10	rcc6343_pfa_azo49-tub_MISSINGDATE_hs_10	20240829
rcc_6343_pfa_hs_glypep1-tub_00	rcc6343_pfa_glypep1-tub_MISSINGDATE_hs_00	20240829
rcc_6343_pfa_hs_glypep1-tub_01	rcc6343_pfa_glypep1-tub_MISSINGDATE_hs_01	20240829
rcc_6343_pfa_hs_glypep1-tub_02	rcc6343_pfa_glypep1-tub_MISSINGDATE_hs_02	20240829
rcc_6343_pfa_hs_glypep1-tub_03	rcc6343_pfa_glypep1-tub_MISSINGDATE_hs_03	20240829
rcc_6343_pfa_hs_glypep1-tub_04	rcc6343_pfa_glypep1-tub_MISSINGDATE_hs_04	20240829
rcc_6343_pfa_hs_glypep1-tub_05	rcc6343_pfa_glypep1-tub_MISSINGDATE_hs_05	20240829
20230424_rcc6604_rcc6327_chem-nhs_e7_hoechst_001	rcc6604rcc6327_pfa_nhs-tub-dna_20230424_MISSINGNAME_001	csd
20230424_rcc6604_rcc6327_chem-nhs_e7_hoechst_002	rcc6604rcc6327_pfa_nhs-tub-dna_20230424_MISSINGNAME_002	csd
20230424_rcc6604_rcc6327_chem-nhs_e7_hoechst_003	rcc6604rcc6327_pfa_nhs-tub-dna_20230424_MISSINGNAME_003	csd
20230424_rcc6604_rcc6327_chem-nhs_e7_hoechst_004	rcc6604rcc6327_pfa_nhs-tub-dna_20230424_MISSINGNAME_004	csd
20230426_6604-6327_chem_nhs-e7-hoechst_001	rcc6604rcc6327_pfa_nhs-tub-dna_20230426_MISSINGNAME_001	csd
20240212_RCC6327_DNA-tub-cent-nhs_001	rcc6327_MISSINGFIX_dna-tub-cetn-nhs_20240212_MISSINGNAME_001	pfa,fm
20240212_RCC6327_DNA-tub-cent-nhs_002	rcc6327_MISSINGFIX_dna-tub-cetn-nhs_20240212_MISSINGNAME_002	pfa,fm
20240212_RCC6327_DNA-tub-cent-nhs_003	rcc6327_MISSINGFIX_dna-tub-cetn-nhs_20240212_MISSINGNAME_003	pfa,fm
20240212_RCC6327_DNA-tub-cent-nhs_004	rcc6327_MISSINGFIX_dna-tub-cetn-nhs_20240212_MISSINGNAME_004	pfa,fm
20240212_RCC6327_DNA-tub-cent-nhs_005	rcc6327_MISSINGFIX_dna-tub-cetn-nhs_20240212_MISSINGNAME_005	pfa,fm
20240212_RCC6327_DNA-tub-cent-nhs_006	rcc6327_MISSINGFIX_dna-tub-cetn-nhs_20240212_MISSINGNAME_006	pfa,fm
20240212_RCC6327_DNA-tub-cent-nhs_007	rcc6327_MISSINGFIX_dna-tub-cetn-nhs_20240212_MISSINGNAME_007	pfa,fm
20240212_RCC6327_DNA-tub-cent-nhs_008	rcc6327_MISSINGFIX_dna-tub-cetn-nhs_20240212_MISSINGNAME_008	pfa,fm
20240212_RCC6327_DNA-tub-cent-nhs_009	rcc6327_MISSINGFIX_dna-tub-cetn-nhs_20240212_MISSINGNAME_009	pfa,fm
20240212_RCC6327_DNA-tub-cent-nhs_010	rcc6327_MISSINGFIX_dna-tub-cetn-nhs_20240212_MISSINGNAME_010	pfa,fm
20240212_RCC6327_DNA-tub-cent-nhs_011	rcc6327_MISSINGFIX_dna-tub-cetn-nhs_20240212_MISSINGNAME_011	pfa,fm
20240212_RCC6327_DNA-tub-cent-nhs_012	rcc6327_MISSINGFIX_dna-tub-cetn-nhs_20240212_MISSINGNAME_012	pfa,fm
20240212_RCC6327_DNA-tub-cent-nhs_013	rcc6327_MISSINGFIX_dna-tub-cetn-nhs_20240212_MISSINGNAME_013	pfa,fm
20240212_RCC6327_DNA-tub-cent-nhs_014	rcc6327_MISSINGFIX_dna-tub-cetn-nhs_20240212_MISSINGNAME_014	pfa,fm
20240212_RCC6327_DNA-tub-cent-nhs_015	rcc6327_MISSINGFIX_dna-tub-cetn-nhs_20240212_MISSINGNAME_015	pfa,fm
20240212_RCC6327_DNA-tub-cent-nhs_016	rcc6327_MISSINGFIX_dna-tub-cetn-nhs_20240212_MISSINGNAME_016	pfa,fm
20240212_RCC6327_DNA-tub-cent-nhs_017	rcc6327_MISSINGFIX_dna-tub-cetn-nhs_20240212_MISSINGNAME_017	pfa,fm
20240212_RCC6327_DNA-tub-cent-nhs_018	rcc6327_MISSINGFIX_dna-tub-cetn-nhs_20240212_MISSINGNAME_018	pfa,fm
20240212_RCC6327_DNA-tub-cent-nhs_019	rcc6327_MISSINGFIX_dna-tub-cetn-nhs_20240212_MISSINGNAME_019	pfa,fm
20240212_RCC6327_DNA-tub-cent-nhs_020	rcc6327_MISSINGFIX_dna-tub-cetn-nhs_20240212_MISSINGNAME_020	pfa,fm
20240212_RCC6327_DNA-tub-cent-nhs_60x_012	rcc6327_MISSINGFIX_dna-tub-cetn-nhs_20240212_MISSINGNAME_012_1	pfa,fm
20240604_rccp22-27-pfa_centr-tub-hoechst_series00	rcc6327_pfa_cetn-tub-dna_20240604_MISSINGNAME_s00	
20240604_rccp22-27-pfa_centr-tub-hoechst_series01	rcc6327_pfa_cetn-tub-dna_20240604_MISSINGNAME_s01	
20240604_rccp22-27-pfa_centr-tub-hoechst_series02	rcc6327_pfa_cetn-tub-dna_20240604_MISSINGNAME_s02	
20240604_rccp22-27-pfa_centr-tub-hoechst_series03	rcc6327_pfa_cetn-tub-dna_20240604_MISSINGNAME_s03	
rcc_6327_pfa_hs_Azo49-tub_03	rcc6327_pfa_azo49-tub_MISSINGDATE_hs_03	20240829
rcc_6327_pfa_hs_Azo49-tub_04	rcc6327_pfa_azo49-tub_MISSINGDATE_hs_04	20240829
rcc_6327_pfa_hs_Azo49-tub_05	rcc6327_pfa_azo49-tub_MISSINGDATE_hs_05	20240829
rcc_6327_pfa_hs_Azo49-tub_06	rcc6327_pfa_azo49-tub_MISSINGDATE_hs_06	20240829
rcc_6327_pfa_hs_Azo49-tub_07	rcc6327_pfa_azo49-tub_MISSINGDATE_hs_07	20240829
rcc_6327_pfa_hs_Azo49-tub_08	rcc6327_pfa_azo49-tub_MISSINGDATE_hs_08	20240829
rcc_6327_pfa_hs_glypep1-tub_00	rcc6327_pfa_glypep1-tub_MISSINGDATE_hs_00	20240829
rcc_6327_pfa_hs_glypep1-tub_01	rcc6327_pfa_glypep1-tub_MISSINGDATE_hs_01	20240829
rcc_6327_pfa_hs_glypep1-tub_02	rcc6327_pfa_glypep1-tub_MISSINGDATE_hs_02	20240829
20230616_RCC_1130_pfa_OD_Hoechst-tub-nhs_series00	rcc1130_pfa_dna-tub-nhs_20230616_od_s00	
20230616_RCC_1130_pfa_OD_Hoechst-tub-nhs_series01	rcc1130_pfa_dna-tub-nhs_20230616_od_s01	
20230616_RCC_1130_pfa_OD_Hoechst-tub-nhs_series02	rcc1130_pfa_dna-tub-nhs_20230616_od_s02	
20230616_RCC_1130_pfa_OD_Hoechst-tub-nhs_series03	rcc1130_pfa_dna-tub-nhs_20230616_od_s03	
20230616_RCC_1130_pfa_OD_Hoechst-tub-nhs_series04	rcc1130_pfa_dna-tub-nhs_20230616_od_s04	
20230802_RCC_1131_pfa_OD_Hoechst-tub-nhs_series00	rcc1131_pfa_dna-tub-nhs_20230802_od_s00	
20230802_RCC_1131_pfa_OD_Hoechst-tub-nhs_series01	rcc1131_pfa_dna-tub-nhs_20230802_od_s01	
20230802_RCC_1131_pfa_OD_Hoechst-tub-nhs_series02	rcc1131_pfa_dna-tub-nhs_20230802_od_s02	
20230423_RCC_Vf21-85_pfa_OD_nhs-tub-Hoechst_series00	rcc10922_pfa_nhs-tub-dna_20230423_od_s00	
20230423_RCC_Vf21-85_pfa_OD_nhs-tub-Hoechst_series01	rcc10922_pfa_nhs-tub-dna_20230423_od_s01	
20230423_RCC_Vf21-85_pfa_OD_nhs-tub-Hoechst_series02	rcc10922_pfa_nhs-tub-dna_20230423_od_s02	
20230423_RCC_Vf21-85_pfa_OD_nhs-tub-Hoechst_series03	rcc10922_pfa_nhs-tub-dna_20230423_od_s03	
20230531_RCC_1186_pfa_OD_Hoechst-tub-nhs_series00	rcc1186_pfa_dna-tub-nhs_20230531_od_s00	
20230531_RCC_1186_pfa_OD_Hoechst-tub-nhs_series01	rcc1186_pfa_dna-tub-nhs_20230531_od_s01	
20230531_RCC_1186_pfa_OD_Hoechst-tub-nhs_series02	rcc1186_pfa_dna-tub-nhs_20230531_od_s02	
20240213_bmcc_16_pfa_hs_cent-dna-nhs-tub_01	bmcc16_pfa_cetn-dna-nhs-tub_20240213_hs_01	
20240213_bmcc_16_pfa_hs_cent-dna-nhs-tub_02	bmcc16_pfa_cetn-dna-nhs-tub_20240213_hs_02	
20240213_bmcc_16_pfa_hs_cent-dna-nhs-tub_03	bmcc16_pfa_cetn-dna-nhs-tub_20240213_hs_03	
20240213_bmcc_16_pfa_hs_cent-dna-nhs-tub_04	bmcc16_pfa_cetn-dna-nhs-tub_20240213_hs_04	
